gene,meta_go_in_degree,meta_go_out_degree,meta_go_in_strength,meta_go_out_strength,meta_pathway_count,meta_is_perturbable
RPS18,1.3096426,1.3096426,1.4348499,1.4348499,2.142628,0.0
TAPBP,-0.9358496,-0.9358496,-1.1207337,-1.1207337,0.46516666,0.0
KIFC1,-0.57317865,-0.57317865,-0.632469,-0.632469,0.80272734,0.0
PHF1,1.1013815,1.1013815,1.1438261,1.1438261,-0.44945776,0.0
C6orf1,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
RPS10,1.1888585,1.1888585,1.3255882,1.3255882,2.142628,0.0
C6orf106,1.0118107,1.0118107,0.9834761,0.9834761,-1.0265216,0.0
UHRF1BP1,0.8192631,0.8192631,0.9631733,0.9631733,-1.0265216,0.0
SCUBE3,0.6609123,0.6609123,0.62161887,0.62161887,-0.111897096,0.0
DEF6,1.0959344,1.0959344,1.0849062,1.0849062,0.7046697,0.0
PPARD,-0.2137725,-0.2137725,-0.42541724,-0.42541724,0.46516666,0.0
TULP1,-0.6898267,-0.6898267,-0.93779147,-0.93779147,-1.0265216,0.0
FKBP5,1.2062122,1.2062122,1.2789321,1.2789321,0.80272734,0.0
CLPSL1,-1.3174176,-1.3174176,-1.3892354,-1.3892354,-1.0265216,0.0
CDKN1A,-1.7775066,-1.7775066,-1.7411965,-1.7411965,2.2944155,0.0
FGD2,-0.05209864,-0.05209864,-0.26977515,-0.26977515,1.0422304,0.0
PIM1,-0.58301896,-0.58301896,-0.77863777,-0.77863777,0.9697911,0.0
TMEM217,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
RNF8,0.0017043023,0.0017043023,-0.17488821,-0.17488821,1.108868,0.0
ZFAND3,0.8560942,0.8560942,1.0180266,1.0180266,-1.0265216,0.0
CCND3,0.63155603,0.63155603,0.5370231,0.5370231,1.2817335,1.0
GNMT,-0.634398,-0.634398,-0.87564325,-0.87564325,-0.111897096,0.0
CUL9,0.6743142,0.6743142,0.62539876,0.62539876,-0.44945776,0.0
ZNF318,0.32206213,0.32206213,0.22508855,0.22508855,-1.0265216,0.0
MAD2L1BP,1.3314965,1.3314965,1.4796408,1.4796408,-1.0265216,0.0
VEGFA,-2.3215065,-2.3215065,-1.9837323,-1.9837323,1.4248035,0.0
SLC29A1,-2.2130494,-2.2130494,-1.9130422,-1.9130422,0.31337905,0.0
HSP90AB1,-1.4073584,-1.4073584,-1.4373877,-1.4373877,2.2629955,0.0
NFKBIE,1.4522352,1.4522352,1.6762892,1.6762892,0.31337905,0.0
TMEM151B,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
RUNX2,0.19651678,0.19651678,0.15738495,0.15738495,0.5935012,0.0
CD2AP,-0.6451398,-0.6451398,-0.8804585,-0.8804585,-0.111897096,0.0
RHAG,-0.17388278,-0.17388278,-0.37808874,-0.37808874,0.7046697,0.0
TFAP2B,0.20626654,0.20626654,0.14508809,0.14508809,0.46516666,0.0
MCM3,0.45398048,0.45398048,0.36601067,0.36601067,1.3797911,0.0
DST,-0.10030758,-0.10030758,-0.3434151,-0.3434151,1.170565,0.0
BEND6,-0.095335245,-0.095335245,-0.18311274,-0.18311274,-1.0265216,0.0
KIAA1586,-2.8091903,-2.8091903,-2.0921273,-2.0921273,-1.0265216,0.0
ZNF451,0.60642564,0.60642564,0.5705843,0.5705843,-1.0265216,0.0
PHF3,0.3923485,0.3923485,0.5544694,0.5544694,-1.0265216,0.0
KHDC1L,0.19323666,0.19323666,0.23113054,0.23113054,-1.0265216,0.0
KHDC1,0.5210387,0.5210387,0.58365136,0.58365136,-1.0265216,0.0
MB21D1,0.36712784,0.36712784,0.1989399,0.1989399,-1.0265216,0.0
EEF1A1,0.8483624,0.8483624,0.79812896,0.79812896,1.2280035,0.0
TMEM30A,0.19323666,0.19323666,0.05126138,0.05126138,-0.44945776,0.0
FILIP1,0.3773248,0.3773248,0.34864822,0.34864822,0.31337905,0.0
SENP6,1.393259,1.393259,1.5453527,1.5453527,-1.0265216,0.0
MYO6,0.13856246,0.13856246,-0.05212545,-0.05212545,1.332205,0.0
HMGN3,1.2919328,1.2919328,1.4355305,1.4355305,-1.0265216,0.0
FAM46A,0.5841469,0.5841469,0.5266103,0.5266103,-1.0265216,0.0
IBTK,0.031288706,0.031288706,-0.11494746,-0.11494746,-1.0265216,0.0
TPBG,-0.85845536,-0.85845536,-1.0551169,-1.0551169,-1.0265216,0.0
DOPEY1,-0.43199095,-0.43199095,-0.5849842,-0.5849842,-1.0265216,0.0
PGM3,-2.0362298,-2.0362298,-1.8396945,-1.8396945,0.12760599,0.0
ME1,-2.6067832,-2.6067832,-2.0696986,-2.0696986,0.9697911,0.0
MRAP2,0.13499986,0.13499986,0.004395942,0.004395942,-1.0265216,0.0
ZNF292,0.65581983,0.65581983,0.9978942,0.9978942,-1.0265216,0.0
AKIRIN2,0.7674339,0.7674339,0.720271,0.720271,-1.0265216,0.0
PNRC1,1.2695062,1.2695062,1.6068971,1.6068971,-1.0265216,0.0
RRAGD,0.9031822,0.9031822,0.8435871,0.8435871,1.170565,0.0
MDN1,1.324287,1.324287,1.445985,1.445985,-1.0265216,0.0
BACH2,1.2015216,1.2015216,1.4521977,1.4521977,-1.0265216,0.0
UFL1,-0.28790194,-0.28790194,-0.5340407,-0.5340407,0.12760599,1.0
ASCC3,1.1611676,1.1611676,1.2200235,1.2200235,0.31337905,1.0
LIN28B,0.7717812,0.7717812,0.752983,0.752983,-1.0265216,0.0
PRDM1,0.2190592,0.2190592,0.10618464,0.10618464,0.5935012,0.0
AIM1,-1.2129924,-1.2129924,-1.3002379,-1.3002379,-1.0265216,0.0
SOBP,-0.28790194,-0.28790194,-0.40794307,-0.40794307,-1.0265216,0.0
SEC63,0.34096947,0.34096947,0.21194313,0.21194313,-1.0265216,1.0
CD164,0.28554073,0.28554073,0.14567547,0.14567547,-1.0265216,0.0
PPIL6,1.0488232,1.0488232,1.1940858,1.1940858,-0.111897096,0.0
MICAL1,0.16643047,0.16643047,0.004267118,0.004267118,-0.111897096,0.0
AK9,0.035415266,0.035415266,-0.18894167,-0.18894167,-0.111897096,0.0
KIAA1919,0.54537237,0.54537237,0.5639284,0.5639284,-1.0265216,0.0
REV3L,0.9562642,0.9562642,1.0024482,1.0024482,0.5935012,0.0
FYN,-1.6768237,-1.6768237,-1.6428947,-1.6428947,2.6914675,0.0
WISP3,-0.95240515,-0.95240515,-1.1166159,-1.1166159,-1.0265216,0.0
TSPYL4,1.0240294,1.0240294,1.1235983,1.1235983,-1.0265216,0.0
TSPYL1,0.5841469,0.5841469,0.57555383,0.57555383,-1.0265216,0.0
CEP85L,-0.29444706,-0.29444706,-0.38024518,-0.38024518,-1.0265216,0.0
FAM184A,0.9473156,0.9473156,1.201798,1.201798,-1.0265216,0.0
MAN1A1,-0.095335245,-0.095335245,-0.2376193,-0.2376193,0.5935012,0.0
TBC1D32,-0.28790194,-0.28790194,-0.5175119,-0.5175119,-1.0265216,0.0
SERINC1,0.74528366,0.74528366,0.78044343,0.78044343,-0.111897096,0.0
TRDN,-0.6031227,-0.6031227,-0.8579774,-0.8579774,0.5935012,0.0
RNF217,0.22222121,0.22222121,0.15651537,0.15651537,0.12760599,0.0
PTPRK,-0.3420501,-0.3420501,-0.5877242,-0.5877242,0.12760599,0.0
ARHGAP18,0.0017043023,0.0017043023,-0.11202259,-0.11202259,0.46516666,0.0
RPS12,1.1792091,1.1792091,1.2792248,1.2792248,2.142628,0.0
SGK1,0.32206213,0.32206213,0.23347726,0.23347726,1.2817335,0.0
HBS1L,0.86374205,0.86374205,0.87373483,0.87373483,0.46516666,0.0
MYB,0.98458546,0.98458546,1.0707649,1.0707649,0.8904428,0.0
BCLAF1,1.0811993,1.0811993,1.1091135,1.1091135,-1.0265216,0.0
IFNGR1,-0.3855843,-0.3855843,-0.53977185,-0.53977185,0.5935012,0.0
PERP,-0.011365482,-0.011365482,-0.18804146,-0.18804146,0.46516666,0.0
CITED2,-1.5105056,-1.5105056,-1.6128999,-1.6128999,0.5935012,0.0
FUCA2,0.32479438,0.32479438,0.2782617,0.2782617,0.12760599,0.0
PHACTR2,0.6280206,0.6280206,0.5831474,0.5831474,0.31337905,0.0
SHPRH,0.37985104,0.37985104,0.31147897,0.31147897,-0.111897096,0.0
RAB32,-0.9358496,-0.9358496,-1.0999905,-1.0999905,0.46516666,0.0
STXBP5,-0.6898267,-0.6898267,-0.8932447,-0.8932447,-1.0265216,0.0
SUMO4,-1.6314158,-1.6314158,-1.6600952,-1.6600952,-1.0265216,0.0
PPIL4,1.4207852,1.4207852,1.6260806,1.6260806,0.5935012,0.0
ULBP2,0.66260153,0.66260153,0.60034156,0.60034156,-0.44945776,0.0
AKAP12,-0.34912127,-0.34912127,-0.5897277,-0.5897277,0.46516666,0.0
SYNE1,0.48505852,0.48505852,0.33242634,0.33242634,0.31337905,0.0
MYCT1,-0.35626426,-0.35626426,-0.44745037,-0.44745037,-1.0265216,0.0
FBXO5,0.29128438,0.29128438,0.10029484,0.10029484,1.108868,0.0
SCAF8,0.99201965,0.99201965,1.0093062,1.0093062,-1.0265216,0.0
SNX9,-0.020215776,-0.020215776,-0.23674855,-0.23674855,0.46516666,0.0
TULP4,0.7035665,0.7035665,0.77173483,0.77173483,-0.44945776,0.0
EZR,-1.5485461,-1.5485461,-1.5735041,-1.5735041,0.8904428,0.0
SOD2,-3.094467,-3.094467,-2.1580563,-2.1580563,1.4248035,0.0
ACAT2,-0.5168622,-0.5168622,-0.71482795,-0.71482795,0.31337905,0.0
IGF2R,-0.70145625,-0.70145625,-0.92756504,-0.92756504,0.8904428,0.0
MAP3K4,-0.1683646,-0.1683646,-0.23073247,-0.23073247,-1.0265216,0.0
RNASET2,-0.35626426,-0.35626426,-0.5028031,-0.5028031,-0.44945776,0.0
CCR6,-0.98673296,-0.98673296,-1.1040366,-1.1040366,0.80272734,0.0
MLLT4,-0.40840515,-0.40840515,-0.63948363,-0.63948363,-1.0265216,0.0
C6orf120,-0.58301896,-0.58301896,-0.63672787,-0.63672787,-0.44945776,0.0
ADAP1,1.4097867,1.4097867,1.5188247,1.5188247,0.12760599,0.0
GPR146,0.5210387,0.5210387,0.7125733,0.7125733,-1.0265216,0.0
GPER1,-2.3215065,-2.3215065,-1.9930427,-1.9930427,0.80272734,0.0
ZFAND2A,1.018964,1.018964,1.0494528,1.0494528,-1.0265216,0.0
ELFN1,-0.44003204,-0.44003204,-0.65076107,-0.65076107,-1.0265216,0.0
MAD1L1,-0.49904922,-0.49904922,-0.65759605,-0.65759605,1.3797911,0.0
CHST12,-1.7775066,-1.7775066,-1.71122,-1.71122,0.31337905,0.0
TTYH3,-0.8883994,-0.8883994,-0.9573098,-0.9573098,0.12760599,0.0
FOXK1,0.9019825,0.9019825,1.0819806,1.0819806,-0.111897096,0.0
ACTB,-1.8338228,-1.8338228,-1.6885113,-1.6885113,2.7103896,0.0
EIF2AK1,-0.5929992,-0.5929992,-0.75968206,-0.75968206,-0.111897096,0.0
KDELR2,-0.2814172,-0.2814172,-0.37735447,-0.37735447,0.8904428,0.0
C1GALT1,0.61007106,0.61007106,0.5763818,0.5763818,0.5935012,0.0
ICA1,0.8014847,0.8014847,0.74085504,0.74085504,-1.0265216,0.0
SCIN,-1.8338228,-1.8338228,-1.6890783,-1.6890783,-1.0265216,0.0
ARL4A,1.5384531,1.5384531,1.7259063,1.7259063,-1.0265216,0.0
TSPAN13,-0.6560483,-0.6560483,-0.75833,-0.75833,-1.0265216,0.0
AHR,0.5022196,0.5022196,0.45826104,0.45826104,0.7046697,0.0
TWIST1,-0.85845536,-0.85845536,-1.0921061,-1.0921061,1.4248035,0.0
TWISTNB,-1.0608624,-1.0608624,-1.2071573,-1.2071573,-1.0265216,0.0
SP4,1.2389425,1.2389425,1.4890344,1.4890344,-1.0265216,0.0
DFNA5,0.922103,0.922103,0.8604953,0.8604953,-1.0265216,0.0
NFE2L3,0.74227697,0.74227697,1.0462703,1.0462703,-1.0265216,0.0
HNRNPA2B1,0.34096947,0.34096947,0.21901514,0.21901514,1.170565,0.0
SNX10,-2.0362298,-2.0362298,-1.8725089,-1.8725089,-1.0265216,0.0
HOXA2,0.35678092,0.35678092,0.40751103,0.40751103,0.5935012,0.0
HOXA3,0.55723065,0.55723065,0.6108557,0.6108557,-0.111897096,0.0
HOXA4,0.3541701,0.3541701,0.6690051,0.6690051,-0.111897096,0.0
TAX1BP1,1.0642449,1.0642449,1.0940531,1.0940531,0.46516666,0.0
CREB5,0.93252677,0.93252677,1.2451004,1.2451004,-1.0265216,0.0
CPVL,-0.7253088,-0.7253088,-0.7729985,-0.7729985,-1.0265216,0.0
PLEKHA8,-1.0415851,-1.0415851,-1.1757848,-1.1757848,0.46516666,0.0
MTURN,0.67597157,0.67597157,0.6377404,0.6377404,-1.0265216,0.0
NOD1,-0.8732682,-0.8732682,-1.0931016,-1.0931016,1.9092689,0.0
GARS,0.68746555,0.68746555,0.5971905,0.5971905,-1.0265216,0.0
AQP1,-2.3215065,-2.3215065,-1.9836051,-1.9836051,0.7046697,0.0
ANLN,-1.1660699,-1.1660699,-1.3342583,-1.3342583,0.5935012,0.0
VPS41,-0.49904922,-0.49904922,-0.7379455,-0.7379455,0.12760599,0.0
POU6F2,0.7542275,0.7542275,1.0351716,1.0351716,-1.0265216,0.0
RALA,-0.7375452,-0.7375452,-0.9154261,-0.9154261,1.170565,0.0
CDK13,0.27975014,0.27975014,0.13581154,0.13581154,0.12760599,0.0
STK17A,-0.2196604,-0.2196604,-0.1165183,-0.1165183,-1.0265216,0.0
PURB,0.9174205,0.9174205,1.0010257,1.0010257,-1.0265216,0.0
MYO1G,-0.80213904,-0.80213904,-0.97274536,-0.97274536,-1.0265216,0.0
CCM2,-1.1660699,-1.1660699,-1.3674753,-1.3674753,-1.0265216,0.0
ADCY1,-1.6314158,-1.6314158,-1.6237266,-1.6237266,2.1047792,0.0
UPP1,-0.90386325,-0.90386325,-1.1171474,-1.1171474,-0.44945776,0.0
COBL,-1.3461391,-1.3461391,-1.508774,-1.508774,-1.0265216,0.0
SEC61G,0.9867175,0.9867175,1.0192744,1.0192744,0.80272734,1.0
MRPS17,0.06758464,0.06758464,-0.053970233,-0.053970233,-0.44945776,0.0
PSPH,-0.53513813,-0.53513813,-0.74330133,-0.74330133,-0.111897096,0.0
ZNF117,0.4807018,0.4807018,0.8306638,0.8306638,-1.0265216,0.0
ZNF92,0.98990333,0.98990333,1.2846574,1.2846574,-1.0265216,0.0
GUSB,-0.20793359,-0.20793359,-0.37330514,-0.37330514,0.9697911,0.0
CRCP,0.6191032,0.6191032,0.5201263,0.5201263,0.46516666,0.0
RABGEF1,-0.44816607,-0.44816607,-0.6539004,-0.6539004,0.46516666,0.0
BAZ1B,-0.54445714,-0.54445714,-0.7459183,-0.7459183,0.7046697,0.0
MLXIPL,0.6455236,0.6455236,0.7228094,0.7228094,-0.44945776,0.0
CLIP2,0.18663049,0.18663049,0.09756891,0.09756891,-1.0265216,0.0
GTF2I,1.3216468,1.3216468,1.4787717,1.4787717,-1.0265216,0.0
GTF2IRD2,1.3379873,1.3379873,1.6589764,1.6589764,-1.0265216,0.0
WBSCR16,-0.17388278,-0.17388278,-0.33383593,-0.33383593,-1.0265216,0.0
GTF2IRD2B,1.3379873,1.3379873,1.6589764,1.6589764,-1.0265216,0.0
HIP1,-0.9196747,-0.9196747,-1.149648,-1.149648,0.7046697,0.0
RHBDD2,-1.0228219,-1.0228219,-1.1533852,-1.1533852,-1.0265216,0.0
SRRM3,-1.7775066,-1.7775066,-1.6855242,-1.6855242,-1.0265216,0.0
HSPB1,-0.52594095,-0.52594095,-0.7860014,-0.7860014,1.3797911,0.0
ZP3,-0.74999833,-0.74999833,-0.9764447,-0.9764447,-0.111897096,0.0
CCDC146,1.0830582,1.0830582,1.2434484,1.2434484,-1.0265216,0.0
TMEM60,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
PCLO,-2.3215065,-2.3215065,-1.9871557,-1.9871557,0.12760599,0.0
DMTF1,0.8910931,0.8910931,1.1285392,1.1285392,-1.0265216,0.0
TMEM243,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
DBF4,0.65581983,0.65581983,0.5696157,0.5696157,0.9697911,0.0
ANKIB1,0.73317873,0.73317873,0.7184038,0.7184038,-1.0265216,0.0
CDK6,-0.46472162,-0.46472162,-0.676352,-0.676352,1.332205,0.0
SAMD9,1.3806032,1.3806032,1.5766952,1.5766952,-1.0265216,0.0
TFPI2,-0.8732682,-0.8732682,-0.9151364,-0.9151364,-1.0265216,0.0
ASNS,0.34627932,0.34627932,0.21325278,0.21325278,0.80272734,0.0
ARPC1B,0.7527447,0.7527447,0.6852162,0.6852162,1.2817335,0.0
ZNF789,1.3262604,1.3262604,1.7003177,1.7003177,-1.0265216,0.0
CYP3A5,-1.7775066,-1.7775066,-1.6761991,-1.6761991,0.12760599,0.0
ZKSCAN1,1.1710657,1.1710657,1.5479414,1.5479414,-1.0265216,0.0
MCM7,0.5433765,0.5433765,0.4570816,0.4570816,1.3797911,0.0
SPDYE3,-1.7775066,-1.7775066,-1.6542647,-1.6542647,-1.0265216,0.0
ZCWPW1,-0.81580114,-0.81580114,-0.9298181,-0.9298181,-1.0265216,0.0
C7orf61,0.3054415,0.3054415,0.4202197,0.4202197,-1.0265216,0.0
TSC22D4,1.1227578,1.1227578,1.3134433,1.3134433,-1.0265216,0.0
NYAP1,-3.094467,-3.094467,-2.1580563,-2.1580563,-1.0265216,0.0
TFR2,-0.81580114,-0.81580114,-1.0353429,-1.0353429,0.12760599,0.0
GIGYF1,1.1112597,1.1112597,1.2350053,1.2350053,-1.0265216,0.0
MUC12,0.09078161,0.09078161,0.038796622,0.038796622,0.8904428,0.0
TRIM56,0.97274226,0.97274226,0.960433,0.960433,-0.44945776,0.0
SERPINE1,-0.9358496,-0.9358496,-1.1157004,-1.1157004,1.4675065,0.0
VGF,-2.2130494,-2.2130494,-1.9485025,-1.9485025,0.7046697,0.0
CLDN15,-0.047454417,-0.047454417,-0.105494365,-0.105494365,0.31337905,0.0
CUX1,0.8192631,0.8192631,0.975271,0.975271,0.8904428,0.0
ORAI2,0.8750599,0.8750599,0.9940774,0.9940774,0.9697911,0.0
POLR2J3,0.1058318,0.1058318,-0.025906898,-0.025906898,-1.0265216,0.0
PSMC2,1.106787,1.106787,1.123909,1.123909,3.214163,0.0
RELN,-2.8091903,-2.8091903,-2.1135223,-2.1135223,-0.111897096,0.0
KMT2E,0.9055753,0.9055753,0.8492256,0.8492256,-1.0265216,0.0
CCDC71L,-2.6067832,-2.6067832,-2.05959,-2.05959,-1.0265216,0.0
PIK3CG,-0.7887371,-0.7887371,-1.0096651,-1.0096651,1.6532797,0.0
PRKAR2B,0.07927857,0.07927857,-0.14485087,-0.14485087,2.382131,0.0
HBP1,1.1718843,1.1718843,1.4370431,1.4370431,-1.0265216,0.0
PNPLA8,-1.3461391,-1.3461391,-1.4255141,-1.4255141,0.46516666,0.0
THAP5,0.7732245,0.7732245,0.83428425,0.83428425,-1.0265216,0.0
DNAJB9,0.3054415,0.3054415,0.17558672,0.17558672,0.31337905,0.0
LINC00998,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
TES,1.3022044,1.3022044,1.3878698,1.3878698,-1.0265216,0.0
CTTNBP2,-1.5887616,-1.5887616,-1.5935723,-1.5935723,-1.0265216,0.0
CPED1,-1.2129924,-1.2129924,-1.2385267,-1.2385267,-1.0265216,0.0
AASS,0.031288706,0.031288706,-0.168251,-0.168251,-0.44945776,0.0
WASL,-0.5929992,-0.5929992,-0.8191682,-0.8191682,1.7768432,0.0
ZNF800,0.5353354,0.5353354,0.7427171,0.7427171,-1.0265216,0.0
LRRC4,-0.11035894,-0.11035894,-0.29374045,-0.29374045,-1.0265216,0.0
RBM28,-0.5078995,-0.5078995,-0.4908992,-0.4908992,0.31337905,0.0
FAM71F2,-1.3174176,-1.3174176,-1.3560781,-1.3560781,-1.0265216,0.0
CCDC136,-0.185051,-0.185051,-0.24762893,-0.24762893,-1.0265216,0.0
TSPAN33,0.29413873,0.29413873,0.18904595,0.18904595,-0.44945776,0.0
UBE2H,0.9302236,0.9302236,0.93279344,0.93279344,0.46516666,0.0
MKLN1,1.0390104,1.0390104,1.039935,1.039935,0.12760599,0.0
PODXL,0.14210694,0.14210694,-0.061759602,-0.061759602,-1.0265216,0.0
EXOC4,0.19323666,0.19323666,-0.0019991375,-0.0019991375,0.7046697,0.0
LRGUK,0.06364294,0.06364294,-0.10511143,-0.10511143,-1.0265216,0.0
BPGM,0.37985104,0.37985104,0.25269765,0.25269765,0.12760599,0.0
TMEM140,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
CNOT4,1.0959344,1.0959344,1.1523019,1.1523019,0.5935012,0.0
MTPN,-1.1010779,-1.1010779,-1.3139733,-1.3139733,-1.0265216,0.0
CREB3L2,0.4494265,0.4494265,0.4393947,0.4393947,-0.111897096,0.0
TRIM24,0.18994147,0.18994147,0.010436558,0.010436558,0.7046697,0.0
ZC3HAV1,1.1710657,1.1710657,1.2476254,1.2476254,0.12760599,0.0
UBN2,0.6506905,0.6506905,0.65928864,0.65928864,-1.0265216,0.0
CLEC2L,0.17322856,0.17322856,0.4391455,0.4391455,-1.0265216,0.0
HIPK2,-0.39310938,-0.39310938,-0.6015797,-0.6015797,1.108868,0.0
KDM7A,-0.48167607,-0.48167607,-0.70648736,-0.70648736,0.5935012,0.0
DENND2A,-0.2814172,-0.2814172,-0.37344202,-0.37344202,0.31337905,0.0
TAS2R5,0.74227697,0.74227697,0.82129145,0.82129145,0.7046697,0.0
PRSS1,-0.57317865,-0.57317865,-0.599711,-0.599711,0.7046697,0.0
EPHB6,-0.8439481,-0.8439481,-1.018829,-1.018829,0.5935012,0.0
ZYX,1.1031882,1.1031882,1.0885863,1.0885863,-1.0265216,0.0
PDIA4,-0.024682859,-0.024682859,-0.13032237,-0.13032237,-1.0265216,0.0
ZNF467,1.1710657,1.1710657,1.5479414,1.5479414,-0.111897096,0.0
ASIC3,-1.5485461,-1.5485461,-1.6206731,-1.6206731,0.12760599,0.0
CHPF2,-0.0903978,-0.0903978,-0.2185833,-0.2185833,0.31337905,0.0
KMT2C,0.91859406,0.91859406,0.93604195,0.93604195,1.4248035,0.0
XRCC2,-0.5168622,-0.5168622,-0.77294195,-0.77294195,1.4248035,0.0
INSIG1,-1.3174176,-1.3174176,-1.4327118,-1.4327118,0.12760599,0.0
RBM33,-0.7253088,-0.7253088,-0.52900046,-0.52900046,-1.0265216,0.0
NOM1,0.67265284,0.67265284,0.7074392,0.7074392,-1.0265216,0.0
PTPRN2,-0.90386325,-0.90386325,-1.0378811,-1.0378811,-0.44945776,0.0
SLC25A6,0.78890777,0.78890777,0.74434114,0.74434114,0.9697911,0.0
AKAP17A,0.95180416,0.95180416,0.969411,0.969411,-1.0265216,0.0
CD99,1.0497972,1.0497972,1.0944624,1.0944624,0.31337905,0.0
PRKX,0.45850527,0.45850527,0.34080896,0.34080896,1.6532797,0.0
FAM9B,0.8326395,0.8326395,0.8880261,0.8880261,-1.0265216,0.0
TBL1X,0.617306,0.617306,0.5563739,0.5563739,2.142628,0.0
ARHGAP6,-0.6898267,-0.6898267,-0.8097909,-0.8097909,0.46516666,0.0
TMSB4X,0.3382993,0.3382993,0.1507982,0.1507982,0.31337905,0.0
FAM9C,0.49154323,0.49154323,0.5270115,0.5270115,-1.0265216,0.0
PIR,1.4620528,1.4620528,1.6454966,1.6454966,-1.0265216,0.0
AP1S2,-0.10030758,-0.10030758,-0.24036664,-0.24036664,1.0422304,0.0
REPS2,1.2758863,1.2758863,1.3695842,1.3695842,0.31337905,0.0
SH3KBP1,0.49369138,0.49369138,0.3745602,0.3745602,1.4675065,0.0
SAT1,-1.5105056,-1.5105056,-1.3885313,-1.3885313,-0.111897096,0.0
EIF2S3,0.7860822,0.7860822,0.75409096,0.75409096,1.5838622,0.0
POLA1,0.35938197,0.35938197,0.20706744,0.20706744,1.6192942,0.0
ARX,0.24701948,0.24701948,0.20993418,0.20993418,-1.0265216,0.0
IL1RAPL1,0.01028486,0.01028486,-0.19909525,-0.19909525,0.5935012,0.0
MAGEB2,1.2292068,1.2292068,1.4884237,1.4884237,-1.0265216,0.0
MAGEB1,0.32479438,0.32479438,0.38455078,0.38455078,-1.0265216,0.0
CXorf22,0.9405286,0.9405286,1.0369344,1.0369344,-1.0265216,0.0
CYBB,-1.6314158,-1.6314158,-1.5947702,-1.5947702,1.5081258,0.0
MID1IP1,0.763059,0.763059,0.6923863,0.6923863,-0.111897096,0.0
ATP6AP2,-0.82973385,-0.82973385,-0.946127,-0.946127,0.5935012,0.0
DDX3X,-1.4400889,-1.4400889,-1.5527099,-1.5527099,0.31337905,0.0
DUSP21,0.9930751,0.9930751,1.0335947,1.0335947,-1.0265216,0.0
CHST7,-0.82973385,-0.82973385,-0.925269,-0.925269,0.31337905,0.0
RGN,-3.094467,-3.094467,-2.1580563,-2.1580563,-1.0265216,0.0
TIMP1,-0.61339414,-0.61339414,-0.8210336,-0.8210336,1.2817335,0.0
CFP,0.35678092,0.35678092,0.27187032,0.27187032,0.9697911,0.0
PORCN,-1.3760831,-1.3760831,-1.4823048,-1.4823048,0.12760599,0.0
GATA1,0.07927857,0.07927857,-0.039840963,-0.039840963,0.46516666,0.0
ERAS,0.63857454,0.63857454,0.66157764,0.66157764,-1.0265216,0.0
PCSK1N,-1.2376819,-1.2376819,-1.2976193,-1.2976193,-1.0265216,0.0
PIM2,0.06758464,0.06758464,0.07463695,0.07463695,-1.0265216,0.0
KCND1,-0.4240408,-0.4240408,-0.5537128,-0.5537128,0.46516666,0.0
PRAF2,0.9043799,0.9043799,1.0285156,1.0285156,-1.0265216,0.0
PLP2,0.870052,0.870052,0.95367444,0.95367444,-1.0265216,0.0
SYP,-2.3215065,-2.3215065,-1.9782691,-1.9782691,0.12760599,0.0
PPP1R3F,-0.2814172,-0.2814172,-0.44925156,-0.44925156,-1.0265216,0.0
PAGE1,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
TSPYL2,1.01998,1.01998,1.0342082,1.0342082,0.31337905,0.0
IQSEC2,-0.7375452,-0.7375452,-0.87787354,-0.87787354,-1.0265216,0.0
SMC1A,0.37224478,0.37224478,0.24978182,0.24978182,1.5081258,0.0
HUWE1,0.8837384,0.8837384,0.82475793,0.82475793,0.31337905,0.0
MAGED2,1.3781669,1.3781669,1.5253597,1.5253597,0.31337905,0.0
ALAS2,-0.7253088,-0.7253088,-0.8500154,-0.8500154,-0.44945776,0.0
PAGE2,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
PAGE5,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
SPIN2A,1.0737144,1.0737144,1.1417426,1.1417426,-1.0265216,0.0
ZXDA,1.0128369,1.0128369,1.1670868,1.1670868,-1.0265216,0.0
SPIN4,1.2007366,1.2007366,1.3387719,1.3387719,-1.0265216,0.0
MSN,-0.58301896,-0.58301896,-0.8294451,-0.8294451,1.332205,0.0
HEPH,-0.40840515,-0.40840515,-0.598193,-0.598193,0.5935012,0.0
IGBP1,0.5860307,0.5860307,0.47467792,0.47467792,-1.0265216,0.0
KIF4A,0.8923113,0.8923113,0.83334833,0.83334833,1.2280035,0.0
IL2RG,0.043596588,0.043596588,-0.09340312,-0.09340312,1.332205,0.0
NLGN3,-2.1190996,-2.1190996,-1.8993124,-1.8993124,0.12760599,0.0
OGT,-0.8883994,-0.8883994,-1.1014563,-1.1014563,1.108868,0.0
ACRC,1.1570021,1.1570021,1.2655233,1.2655233,-1.0265216,0.0
