src,dst
MYO7A,R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
SPTAN1,R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
SPTBN1,R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
TWF1,R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
USH1G,R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
ADRM1,R-HSA-2467813|Separation of Sister Chromatids
AHCTF1,R-HSA-2467813|Separation of Sister Chromatids
ANAPC16,R-HSA-2467813|Separation of Sister Chromatids
AURKB,R-HSA-2467813|Separation of Sister Chromatids
BIRC5,R-HSA-2467813|Separation of Sister Chromatids
BUB1,R-HSA-2467813|Separation of Sister Chromatids
BUB3,R-HSA-2467813|Separation of Sister Chromatids
CDC20,R-HSA-2467813|Separation of Sister Chromatids
CDCA5,R-HSA-2467813|Separation of Sister Chromatids
CDCA8,R-HSA-2467813|Separation of Sister Chromatids
CENPA,R-HSA-2467813|Separation of Sister Chromatids
CENPC,R-HSA-2467813|Separation of Sister Chromatids
CENPE,R-HSA-2467813|Separation of Sister Chromatids
CENPF,R-HSA-2467813|Separation of Sister Chromatids
CENPM,R-HSA-2467813|Separation of Sister Chromatids
CENPU,R-HSA-2467813|Separation of Sister Chromatids
CKAP5,R-HSA-2467813|Separation of Sister Chromatids
CLIP1,R-HSA-2467813|Separation of Sister Chromatids
DYNC1H1,R-HSA-2467813|Separation of Sister Chromatids
KIF2A,R-HSA-2467813|Separation of Sister Chromatids
KIF2C,R-HSA-2467813|Separation of Sister Chromatids
MAD1L1,R-HSA-2467813|Separation of Sister Chromatids
MAD2L1,R-HSA-2467813|Separation of Sister Chromatids
NDC80,R-HSA-2467813|Separation of Sister Chromatids
NUF2,R-HSA-2467813|Separation of Sister Chromatids
PAFAH1B1,R-HSA-2467813|Separation of Sister Chromatids
PLK1,R-HSA-2467813|Separation of Sister Chromatids
PPP2R5A,R-HSA-2467813|Separation of Sister Chromatids
PSMC1,R-HSA-2467813|Separation of Sister Chromatids
PSMC2,R-HSA-2467813|Separation of Sister Chromatids
PSMD11,R-HSA-2467813|Separation of Sister Chromatids
PSMD12,R-HSA-2467813|Separation of Sister Chromatids
PSMD14,R-HSA-2467813|Separation of Sister Chromatids
PTTG1,R-HSA-2467813|Separation of Sister Chromatids
RAD21,R-HSA-2467813|Separation of Sister Chromatids
RANBP2,R-HSA-2467813|Separation of Sister Chromatids
RPS27,R-HSA-2467813|Separation of Sister Chromatids
RPS27A,R-HSA-2467813|Separation of Sister Chromatids
SMC1A,R-HSA-2467813|Separation of Sister Chromatids
SPC24,R-HSA-2467813|Separation of Sister Chromatids
SPC25,R-HSA-2467813|Separation of Sister Chromatids
STAG2,R-HSA-2467813|Separation of Sister Chromatids
TAOK1,R-HSA-2467813|Separation of Sister Chromatids
TUBA1A,R-HSA-2467813|Separation of Sister Chromatids
TUBA1B,R-HSA-2467813|Separation of Sister Chromatids
TUBA1C,R-HSA-2467813|Separation of Sister Chromatids
TUBA8,R-HSA-2467813|Separation of Sister Chromatids
TUBAL3,R-HSA-2467813|Separation of Sister Chromatids
TUBB1,R-HSA-2467813|Separation of Sister Chromatids
TUBB2A,R-HSA-2467813|Separation of Sister Chromatids
TUBB2B,R-HSA-2467813|Separation of Sister Chromatids
TUBB3,R-HSA-2467813|Separation of Sister Chromatids
TUBB4B,R-HSA-2467813|Separation of Sister Chromatids
UBC,R-HSA-2467813|Separation of Sister Chromatids
UBE2S,R-HSA-2467813|Separation of Sister Chromatids
XPO1,R-HSA-2467813|Separation of Sister Chromatids
ZWINT,R-HSA-2467813|Separation of Sister Chromatids
PHGDH,R-HSA-977347|Serine metabolism
PSAT1,R-HSA-977347|Serine metabolism
PSPH,R-HSA-977347|Serine metabolism
SDSL,R-HSA-977347|Serine metabolism
SERINC1,R-HSA-977347|Serine metabolism
SERINC5,R-HSA-977347|Serine metabolism
CMAS,R-HSA-4085001|Sialic acid metabolism
GLB1,R-HSA-4085001|Sialic acid metabolism
NANS,R-HSA-4085001|Sialic acid metabolism
NEU1,R-HSA-4085001|Sialic acid metabolism
NEU4,R-HSA-4085001|Sialic acid metabolism
NPL,R-HSA-4085001|Sialic acid metabolism
ST3GAL2,R-HSA-4085001|Sialic acid metabolism
ST3GAL5,R-HSA-4085001|Sialic acid metabolism
ST6GAL1,R-HSA-4085001|Sialic acid metabolism
ST6GALNAC1,R-HSA-4085001|Sialic acid metabolism
ST6GALNAC2,R-HSA-4085001|Sialic acid metabolism
GNB3,R-HSA-392518|Signal amplification
GNG4,R-HSA-392518|Signal amplification
GNG8,R-HSA-392518|Signal amplification
PLA2G4A,R-HSA-392518|Signal amplification
TBXA2R,R-HSA-392518|Signal amplification
CD47,R-HSA-391160|Signal regulatory protein family interactions
GRB2,R-HSA-391160|Signal regulatory protein family interactions
PTK2B,R-HSA-391160|Signal regulatory protein family interactions
PTPN11,R-HSA-391160|Signal regulatory protein family interactions
TYROBP,R-HSA-391160|Signal regulatory protein family interactions
FGFR1,R-HSA-445144|Signal transduction by L1
ITGA2B,R-HSA-445144|Signal transduction by L1
ITGA5,R-HSA-445144|Signal transduction by L1
ITGAV,R-HSA-445144|Signal transduction by L1
ITGB1,R-HSA-445144|Signal transduction by L1
EP300,R-HSA-201556|Signaling by ALK
FRS2,R-HSA-201556|Signaling by ALK
IL2RG,R-HSA-201556|Signaling by ALK
IRS1,R-HSA-201556|Signaling by ALK
MDK,R-HSA-201556|Signaling by ALK
MYC,R-HSA-201556|Signaling by ALK
MYCN,R-HSA-201556|Signaling by ALK
PIK3CB,R-HSA-201556|Signaling by ALK
PIK3R1,R-HSA-201556|Signaling by ALK
PRDM1,R-HSA-201556|Signaling by ALK
STAT3,R-HSA-201556|Signaling by ALK
AGO1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
AGO4,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
BIRC6,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
CCNB1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
CDKN1A,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
CEBPB,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
EML4,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
FRS2,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
GCC2,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
GRB2,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
GZMB,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
HIP1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
IL10RA,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
IRS1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
JUN,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
JUNB,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
LMO7,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
MCL1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
MDM2,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
MSN,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
MYH9,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
NOTCH1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
NPM1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
PIK3CB,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
PIK3R1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
PPFIBP1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
PRF1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
PRKAR1A,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
RANBP2,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
RNF213,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
RPS27A,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
RPS6,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
RRBP1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
SEC31A,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
SQSTM1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
STAT1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
STAT3,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
STRN,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
TNRC6C,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
TPM3,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
TPM4,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
TPR,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
TWIST1,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
UBC,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
VCL,R-HSA-9725370|Signaling by ALK fusions and activated point mutants
AGO1,R-HSA-9700206|Signaling by ALK in cancer
AGO4,R-HSA-9700206|Signaling by ALK in cancer
BIRC6,R-HSA-9700206|Signaling by ALK in cancer
CCNB1,R-HSA-9700206|Signaling by ALK in cancer
CDKN1A,R-HSA-9700206|Signaling by ALK in cancer
CEBPB,R-HSA-9700206|Signaling by ALK in cancer
EML4,R-HSA-9700206|Signaling by ALK in cancer
FRS2,R-HSA-9700206|Signaling by ALK in cancer
GCC2,R-HSA-9700206|Signaling by ALK in cancer
GRB2,R-HSA-9700206|Signaling by ALK in cancer
GZMB,R-HSA-9700206|Signaling by ALK in cancer
HIP1,R-HSA-9700206|Signaling by ALK in cancer
IL10RA,R-HSA-9700206|Signaling by ALK in cancer
IRS1,R-HSA-9700206|Signaling by ALK in cancer
JUN,R-HSA-9700206|Signaling by ALK in cancer
JUNB,R-HSA-9700206|Signaling by ALK in cancer
LMO7,R-HSA-9700206|Signaling by ALK in cancer
MCL1,R-HSA-9700206|Signaling by ALK in cancer
MDM2,R-HSA-9700206|Signaling by ALK in cancer
MSN,R-HSA-9700206|Signaling by ALK in cancer
MYH9,R-HSA-9700206|Signaling by ALK in cancer
NOTCH1,R-HSA-9700206|Signaling by ALK in cancer
NPM1,R-HSA-9700206|Signaling by ALK in cancer
PIK3CB,R-HSA-9700206|Signaling by ALK in cancer
PIK3R1,R-HSA-9700206|Signaling by ALK in cancer
PPFIBP1,R-HSA-9700206|Signaling by ALK in cancer
PRF1,R-HSA-9700206|Signaling by ALK in cancer
PRKAR1A,R-HSA-9700206|Signaling by ALK in cancer
RANBP2,R-HSA-9700206|Signaling by ALK in cancer
RNF213,R-HSA-9700206|Signaling by ALK in cancer
RPS27A,R-HSA-9700206|Signaling by ALK in cancer
RPS6,R-HSA-9700206|Signaling by ALK in cancer
RRBP1,R-HSA-9700206|Signaling by ALK in cancer
SEC31A,R-HSA-9700206|Signaling by ALK in cancer
SQSTM1,R-HSA-9700206|Signaling by ALK in cancer
STAT1,R-HSA-9700206|Signaling by ALK in cancer
STAT3,R-HSA-9700206|Signaling by ALK in cancer
STRN,R-HSA-9700206|Signaling by ALK in cancer
TNRC6C,R-HSA-9700206|Signaling by ALK in cancer
TPM3,R-HSA-9700206|Signaling by ALK in cancer
TPM4,R-HSA-9700206|Signaling by ALK in cancer
TPR,R-HSA-9700206|Signaling by ALK in cancer
TWIST1,R-HSA-9700206|Signaling by ALK in cancer
UBC,R-HSA-9700206|Signaling by ALK in cancer
VCL,R-HSA-9700206|Signaling by ALK in cancer
ACVR1B,R-HSA-1502540|Signaling by Activin
ACVR2A,R-HSA-1502540|Signaling by Activin
FST,R-HSA-1502540|Signaling by Activin
INHA,R-HSA-1502540|Signaling by Activin
SMAD3,R-HSA-1502540|Signaling by Activin
ACVR2A,R-HSA-201451|Signaling by BMP
ACVRL1,R-HSA-201451|Signaling by BMP
AMHR2,R-HSA-201451|Signaling by BMP
BMPR2,R-HSA-201451|Signaling by BMP
INHA,R-HSA-201451|Signaling by BMP
SMAD5,R-HSA-201451|Signaling by BMP
SMAD6,R-HSA-201451|Signaling by BMP
SMAD9,R-HSA-201451|Signaling by BMP
ZFYVE16,R-HSA-201451|Signaling by BMP
ACTB,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
ACTG1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
AGGF1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
AP3B1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
CALM1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
IQGAP1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
ITGA2B,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
KDM7A,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
KSR1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
LMNA,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
PAPSS1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
RAP1B,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
TLN1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
TRIM24,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
VCL,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
ZC3HAV1,R-HSA-6802952|Signaling by BRAF and RAF1 fusions
CBL,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
CSF1,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
FYN,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
GRAP2,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
GRB2,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
IL34,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
INPP5D,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
PIK3CB,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
PIK3R1,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
PTPN11,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
RPS27A,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
STAT1,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
STAT3,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
UBC,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
YES1,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
CSF3R,R-HSA-9674555|Signaling by CSF3 (G-CSF)
CUL5,R-HSA-9674555|Signaling by CSF3 (G-CSF)
GRB2,R-HSA-9674555|Signaling by CSF3 (G-CSF)
JAK1,R-HSA-9674555|Signaling by CSF3 (G-CSF)
PTPN11,R-HSA-9674555|Signaling by CSF3 (G-CSF)
RPS27A,R-HSA-9674555|Signaling by CSF3 (G-CSF)
SOCS1,R-HSA-9674555|Signaling by CSF3 (G-CSF)
SOCS3,R-HSA-9674555|Signaling by CSF3 (G-CSF)
STAT1,R-HSA-9674555|Signaling by CSF3 (G-CSF)
STAT3,R-HSA-9674555|Signaling by CSF3 (G-CSF)
UBC,R-HSA-9674555|Signaling by CSF3 (G-CSF)
ADAM10,R-HSA-177929|Signaling by EGFR
ADAM17,R-HSA-177929|Signaling by EGFR
AREG,R-HSA-177929|Signaling by EGFR
ARHGEF7,R-HSA-177929|Signaling by EGFR
CBL,R-HSA-177929|Signaling by EGFR
EGF,R-HSA-177929|Signaling by EGFR
EPS15,R-HSA-177929|Signaling by EGFR
FAM83A,R-HSA-177929|Signaling by EGFR
GRB2,R-HSA-177929|Signaling by EGFR
HBEGF,R-HSA-177929|Signaling by EGFR
PIK3R1,R-HSA-177929|Signaling by EGFR
PTPN11,R-HSA-177929|Signaling by EGFR
PTPRK,R-HSA-177929|Signaling by EGFR
PXN,R-HSA-177929|Signaling by EGFR
RPS27A,R-HSA-177929|Signaling by EGFR
SH3GL3,R-HSA-177929|Signaling by EGFR
SH3KBP1,R-HSA-177929|Signaling by EGFR
SPRY2,R-HSA-177929|Signaling by EGFR
UBC,R-HSA-177929|Signaling by EGFR
AREG,R-HSA-1643713|Signaling by EGFR in Cancer
CBL,R-HSA-1643713|Signaling by EGFR in Cancer
EGF,R-HSA-1643713|Signaling by EGFR in Cancer
GRB2,R-HSA-1643713|Signaling by EGFR in Cancer
HBEGF,R-HSA-1643713|Signaling by EGFR in Cancer
HSP90AA1,R-HSA-1643713|Signaling by EGFR in Cancer
PIK3R1,R-HSA-1643713|Signaling by EGFR in Cancer
RPS27A,R-HSA-1643713|Signaling by EGFR in Cancer
UBC,R-HSA-1643713|Signaling by EGFR in Cancer
CBL,R-HSA-5637812|Signaling by EGFRvIII in Cancer
EGF,R-HSA-5637812|Signaling by EGFRvIII in Cancer
GRB2,R-HSA-5637812|Signaling by EGFRvIII in Cancer
HSP90AA1,R-HSA-5637812|Signaling by EGFRvIII in Cancer
PIK3R1,R-HSA-5637812|Signaling by EGFRvIII in Cancer
AKT3,R-HSA-1227986|Signaling by ERBB2
CUL5,R-HSA-1227986|Signaling by ERBB2
DIAPH1,R-HSA-1227986|Signaling by ERBB2
EGF,R-HSA-1227986|Signaling by ERBB2
FYN,R-HSA-1227986|Signaling by ERBB2
GRB2,R-HSA-1227986|Signaling by ERBB2
GRB7,R-HSA-1227986|Signaling by ERBB2
HBEGF,R-HSA-1227986|Signaling by ERBB2
HSP90AA1,R-HSA-1227986|Signaling by ERBB2
NRG2,R-HSA-1227986|Signaling by ERBB2
NRG4,R-HSA-1227986|Signaling by ERBB2
PIK3R1,R-HSA-1227986|Signaling by ERBB2
PRKCA,R-HSA-1227986|Signaling by ERBB2
PTK6,R-HSA-1227986|Signaling by ERBB2
RPS27A,R-HSA-1227986|Signaling by ERBB2
UBC,R-HSA-1227986|Signaling by ERBB2
YES1,R-HSA-1227986|Signaling by ERBB2
EGF,R-HSA-9664565|Signaling by ERBB2 KD Mutants
GRB2,R-HSA-9664565|Signaling by ERBB2 KD Mutants
HBEGF,R-HSA-9664565|Signaling by ERBB2 KD Mutants
HSP90AA1,R-HSA-9664565|Signaling by ERBB2 KD Mutants
NRG2,R-HSA-9664565|Signaling by ERBB2 KD Mutants
NRG4,R-HSA-9664565|Signaling by ERBB2 KD Mutants
PIK3R1,R-HSA-9664565|Signaling by ERBB2 KD Mutants
EGF,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
GRB2,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
HBEGF,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
HSP90AA1,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
NRG2,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
NRG4,R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants
EGF,R-HSA-1227990|Signaling by ERBB2 in Cancer
GRB2,R-HSA-1227990|Signaling by ERBB2 in Cancer
HBEGF,R-HSA-1227990|Signaling by ERBB2 in Cancer
HSP90AA1,R-HSA-1227990|Signaling by ERBB2 in Cancer
NRG2,R-HSA-1227990|Signaling by ERBB2 in Cancer
NRG4,R-HSA-1227990|Signaling by ERBB2 in Cancer
PIK3R1,R-HSA-1227990|Signaling by ERBB2 in Cancer
ADAM17,R-HSA-1236394|Signaling by ERBB4
ADAP1,R-HSA-1236394|Signaling by ERBB4
APOE,R-HSA-1236394|Signaling by ERBB4
EGF,R-HSA-1236394|Signaling by ERBB4
GABRB3,R-HSA-1236394|Signaling by ERBB4
GABRG2,R-HSA-1236394|Signaling by ERBB4
GABRQ,R-HSA-1236394|Signaling by ERBB4
GRB2,R-HSA-1236394|Signaling by ERBB4
HBEGF,R-HSA-1236394|Signaling by ERBB4
MXD4,R-HSA-1236394|Signaling by ERBB4
NEDD4,R-HSA-1236394|Signaling by ERBB4
NRG2,R-HSA-1236394|Signaling by ERBB4
NRG4,R-HSA-1236394|Signaling by ERBB4
PIK3R1,R-HSA-1236394|Signaling by ERBB4
RPS27A,R-HSA-1236394|Signaling by ERBB4
SPARC,R-HSA-1236394|Signaling by ERBB4
STMN1,R-HSA-1236394|Signaling by ERBB4
UBC,R-HSA-1236394|Signaling by ERBB4
GRB2,R-HSA-9006335|Signaling by Erythropoietin
IRS2,R-HSA-9006335|Signaling by Erythropoietin
PIK3CB,R-HSA-9006335|Signaling by Erythropoietin
PIK3CG,R-HSA-9006335|Signaling by Erythropoietin
PIK3R1,R-HSA-9006335|Signaling by Erythropoietin
CBL,R-HSA-190236|Signaling by FGFR
FGF17,R-HSA-190236|Signaling by FGFR
FGF18,R-HSA-190236|Signaling by FGFR
FGFR1,R-HSA-190236|Signaling by FGFR
FRS2,R-HSA-190236|Signaling by FGFR
GRB2,R-HSA-190236|Signaling by FGFR
HNRNPH1,R-HSA-190236|Signaling by FGFR
HNRNPM,R-HSA-190236|Signaling by FGFR
KLB,R-HSA-190236|Signaling by FGFR
PIK3R1,R-HSA-190236|Signaling by FGFR
POLR2A,R-HSA-190236|Signaling by FGFR
PTPN11,R-HSA-190236|Signaling by FGFR
RPS27A,R-HSA-190236|Signaling by FGFR
SPRY2,R-HSA-190236|Signaling by FGFR
UBC,R-HSA-190236|Signaling by FGFR
CNTRL,R-HSA-1226099|Signaling by FGFR in disease
CUX1,R-HSA-1226099|Signaling by FGFR in disease
FGF17,R-HSA-1226099|Signaling by FGFR in disease
FGF18,R-HSA-1226099|Signaling by FGFR in disease
FGFR1,R-HSA-1226099|Signaling by FGFR in disease
FRS2,R-HSA-1226099|Signaling by FGFR in disease
GRB2,R-HSA-1226099|Signaling by FGFR in disease
MYO18A,R-HSA-1226099|Signaling by FGFR in disease
PIK3R1,R-HSA-1226099|Signaling by FGFR in disease
POLR2A,R-HSA-1226099|Signaling by FGFR in disease
STAT1,R-HSA-1226099|Signaling by FGFR in disease
STAT3,R-HSA-1226099|Signaling by FGFR in disease
TRIM24,R-HSA-1226099|Signaling by FGFR in disease
CBL,R-HSA-5654736|Signaling by FGFR1
FGF17,R-HSA-5654736|Signaling by FGFR1
FGF18,R-HSA-5654736|Signaling by FGFR1
FGFR1,R-HSA-5654736|Signaling by FGFR1
FRS2,R-HSA-5654736|Signaling by FGFR1
GRB2,R-HSA-5654736|Signaling by FGFR1
PIK3R1,R-HSA-5654736|Signaling by FGFR1
PTPN11,R-HSA-5654736|Signaling by FGFR1
RPS27A,R-HSA-5654736|Signaling by FGFR1
SPRY2,R-HSA-5654736|Signaling by FGFR1
UBC,R-HSA-5654736|Signaling by FGFR1
CNTRL,R-HSA-5655302|Signaling by FGFR1 in disease
CUX1,R-HSA-5655302|Signaling by FGFR1 in disease
FGF17,R-HSA-5655302|Signaling by FGFR1 in disease
FGFR1,R-HSA-5655302|Signaling by FGFR1 in disease
FRS2,R-HSA-5655302|Signaling by FGFR1 in disease
GRB2,R-HSA-5655302|Signaling by FGFR1 in disease
MYO18A,R-HSA-5655302|Signaling by FGFR1 in disease
PIK3R1,R-HSA-5655302|Signaling by FGFR1 in disease
STAT1,R-HSA-5655302|Signaling by FGFR1 in disease
STAT3,R-HSA-5655302|Signaling by FGFR1 in disease
TRIM24,R-HSA-5655302|Signaling by FGFR1 in disease
CBL,R-HSA-5654738|Signaling by FGFR2
FGF17,R-HSA-5654738|Signaling by FGFR2
FGF18,R-HSA-5654738|Signaling by FGFR2
FRS2,R-HSA-5654738|Signaling by FGFR2
GRB2,R-HSA-5654738|Signaling by FGFR2
HNRNPH1,R-HSA-5654738|Signaling by FGFR2
HNRNPM,R-HSA-5654738|Signaling by FGFR2
PIK3R1,R-HSA-5654738|Signaling by FGFR2
POLR2A,R-HSA-5654738|Signaling by FGFR2
PTPN11,R-HSA-5654738|Signaling by FGFR2
RPS27A,R-HSA-5654738|Signaling by FGFR2
SPRY2,R-HSA-5654738|Signaling by FGFR2
UBC,R-HSA-5654738|Signaling by FGFR2
FGF17,R-HSA-5655253|Signaling by FGFR2 in disease
FGF18,R-HSA-5655253|Signaling by FGFR2 in disease
FRS2,R-HSA-5655253|Signaling by FGFR2 in disease
